Cn Gene Value calculated;Gene;Tumor Sample Barcode;Max. Gene Sort Value;Max. Weight for nested sorting
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-6044;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);MAP3K1;BRCA-METABRIC-S1-MB-6030;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);MAP3K1;BRCA-METABRIC-S1-MB-6006;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);ERBB2;BRCA-METABRIC-S1-MB-5652;-0,002898264;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-5614;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-5579;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);ERBB2;BRCA-METABRIC-S1-MB-5563;-0,002898264;0
CN gain (0.2 <= CN < 0.6);MAP3K1;BRCA-METABRIC-S1-MB-5510;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-5481;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-5434;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-5406;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);KRAS;BRCA-METABRIC-S1-MB-5403;-0,01061282;0
CN gain (0.2 <= CN < 0.6);ERBB2;BRCA-METABRIC-S1-MB-5402;-0,002898264;0
CN gain (0.2 <= CN < 0.6);NF1;BRCA-METABRIC-S1-MB-5402;-0,00196304;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-5378;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-5368;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-5345;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-5338;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-5334;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-5326;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-5313;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-5308;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-5299;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);MAP3K1;BRCA-METABRIC-S1-MB-5221;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);SF3B1;BRCA-METABRIC-S1-MB-5200;-0,002870831;0
CN gain (0.2 <= CN < 0.6);MAP3K1;BRCA-METABRIC-S1-MB-5169;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-5148;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-5138;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-5107;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-5072;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-5060;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-4787;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-4769;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-4730;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);ERBB2;BRCA-METABRIC-S1-MB-4704;-0,002898264;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-4627;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-4417;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-4368;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-4323;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);ERBB2;BRCA-METABRIC-S1-MB-4289;-0,002898264;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-4281;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-4154;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);TBX3;BRCA-METABRIC-S1-MB-4139;-1,454685e-06;0
CN gain (0.2 <= CN < 0.6);CDKN1B;BRCA-METABRIC-S1-MB-4139;-2,00544e-09;0
CN gain (0.2 <= CN < 0.6);MAP3K1;BRCA-METABRIC-S1-MB-4119;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);TBL1XR1;BRCA-METABRIC-S1-MB-4079;-0,01852866;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-4079;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-3824;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-3536;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-3526;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-3492;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);MYH9;BRCA-METABRIC-S1-MB-3388;-0,06053351;0
CN gain (0.2 <= CN < 0.6);TP53;BRCA-METABRIC-S1-MB-3388;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);SF3B1;BRCA-METABRIC-S1-MB-3329;-0,002870831;0
CN gain (0.2 <= CN < 0.6);TP53;BRCA-METABRIC-S1-MB-3329;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-3181;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);RB1;BRCA-METABRIC-S1-MB-3104;-2,039145e-06;0
CN gain (0.2 <= CN < 0.6);MAP3K1;BRCA-METABRIC-S1-MB-2939;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-2835;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);ERBB2;BRCA-METABRIC-S1-MB-2750;-0,002898264;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-2728;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);ERBB2;BRCA-METABRIC-S1-MB-2618;-0,002898264;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-2617;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);CBFB;BRCA-METABRIC-S1-MB-2536;-2,028155e-12;0
CN gain (0.2 <= CN < 0.6);TP53;BRCA-METABRIC-S1-MB-0662;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-0646;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-0581;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-0580;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-0579;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);MYH9;BRCA-METABRIC-S1-MB-0558;-0,06053351;0
CN gain (0.2 <= CN < 0.6);RB1;BRCA-METABRIC-S1-MB-0558;-2,039145e-06;0
CN gain (0.2 <= CN < 0.6);MAP3K1;BRCA-METABRIC-S1-MB-0554;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);ERBB2;BRCA-METABRIC-S1-MB-0429;-0,002898264;0
CN gain (0.2 <= CN < 0.6);MAP3K1;BRCA-METABRIC-S1-MB-0429;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);MAP3K1;BRCA-METABRIC-S1-MB-0422;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-0393;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-0349;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-0322;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);MAP3K1;BRCA-METABRIC-S1-MB-0322;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-0311;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-0301;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-0292;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);ERBB2;BRCA-METABRIC-S1-MB-0221;-0,002898264;0
CN gain (0.2 <= CN < 0.6);TP53;BRCA-METABRIC-S1-MB-0100;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);KDM6A;BRCA-METABRIC-S1-MB-0079;-0,008487218;0
CN gain (0.2 <= CN < 0.6);PIK3CA;BRCA-METABRIC-S1-MB-0022;-4,567e-13;0
CN gain (0.2 <= CN < 0.6);ERCC2;TCGA-ZF-AA51;-1,092379e-09;1679616
CN gain (0.2 <= CN < 0.6);ARID1A;TCGA-ZF-AA51;-3,836622e-12;1679616
CN gain (0.2 <= CN < 0.6);ERBB2;TCGA-ZF-AA4X;-0,01710818;1679616
CN gain (0.2 <= CN < 0.6);TP53;TCGA-ZF-AA4X;-5,077883e-13;1679616
CN gain (0.2 <= CN < 0.6);PIK3CA;TCGA-ZF-AA4X;-6,77051e-13;1679616
CN gain (0.2 <= CN < 0.6);FAT1;TCGA-ZF-AA4W;-0,000116499;1679616
CN gain (0.2 <= CN < 0.6);ARID1B;TCGA-ZF-AA4V;-0,05386966;1679616
CN gain (0.2 <= CN < 0.6);HES1;TCGA-ZF-AA4V;-0,03029985;1679616
CN gain (0.2 <= CN < 0.6);ERBB2;TCGA-ZF-AA4V;-0,01710818;1679616
CN gain (0.2 <= CN < 0.6);ERCC2;TCGA-ZF-AA4V;-1,092379e-09;1679616
CN gain (0.2 <= CN < 0.6);PIK3CA;TCGA-ZF-A9RG;-6,77051e-13;1679616
CN gain (0.2 <= CN < 0.6);ELF3;TCGA-ZF-A9R7;-5,077883e-13;1679616
CN gain (0.2 <= CN < 0.6);ARID1B;TCGA-ZF-A9R4;-0,05386966;1679616
CN gain (0.2 <= CN < 0.6);KRAS;TCGA-ZF-A9R4;-1,578984e-06;1679616
CN gain (0.2 <= CN < 0.6);EP300;TCGA-ZF-A9R4;-3,781069e-11;1679616
CN gain (0.2 <= CN < 0.6);CDKN2A;TCGA-ZF-A9R4;-2,538941e-12;1679616
CN gain (0.2 <= CN < 0.6);FGFR3;TCGA-ZF-A9R2;-1,451597e-10;1679616
CN gain (0.2 <= CN < 0.6);PIK3CA;TCGA-ZF-A9R2;-6,77051e-13;1679616
CN gain (0.2 <= CN < 0.6);ERBB2;TCGA-XF-AAN3;-0,01710818;1679616
CN gain (0.2 <= CN < 0.6);RPTN;TCGA-XF-AAMY;-0,05804315;1679616
CN gain (0.2 <= CN < 0.6);SPTAN1;TCGA-XF-AAMY;-0,05242592;1679616
CN gain (0.2 <= CN < 0.6);CNOT1;TCGA-XF-AAMR;-0,08089476;1679616
CN gain (0.2 <= CN < 0.6);FOXQ1;TCGA-XF-AAMQ;-0,01160921;1679616
CN gain (0.2 <= CN < 0.6);ATM;TCGA-XF-AAMG;-0,02104185;1679616
CN gain (0.2 <= CN < 0.6);PSIP1;TCGA-XF-A9T5;-0,000196550;1679616
CN gain (0.2 <= CN < 0.6);ERBB2;TCGA-XF-A9T0;-0,01710818;1679616
CN gain (0.2 <= CN < 0.6);TP53;TCGA-XF-A9T0;-5,077883e-13;1679616
CN gain (0.2 <= CN < 0.6);PIK3CA;TCGA-XF-A9T0;-6,77051e-13;1679616
CN gain (0.2 <= CN < 0.6);CDKN2A;TCGA-XF-A9SY;-2,538941e-12;1679616
CN gain (0.2 <= CN < 0.6);EP300;TCGA-XF-A9SI;-3,781069e-11;1679616
CN gain (0.2 <= CN < 0.6);CNOT1;TCGA-XF-A9SG;-0,08089476;1679616
CN gain (0.2 <= CN < 0.6);ATM;TCGA-UY-A9PF;-0,02104185;1679616
CN gain (0.2 <= CN < 0.6);RBM10;TCGA-UY-A9PF;-0,001178105;1679616
CN gain (0.2 <= CN < 0.6);FBXW7;TCGA-UY-A9PF;-0,000958311;1679616
CN gain (0.2 <= CN < 0.6);KDM6A;TCGA-UY-A9PF;-8,704942e-13;1679616
CN gain (0.2 <= CN < 0.6);NRAS;TCGA-UY-A9PD;-0,05804315;1679616
CN gain (0.2 <= CN < 0.6);DNAH6;TCGA-UY-A9PD;-0,02222557;1679616
CN gain (0.2 <= CN < 0.6);ATM;TCGA-UY-A9PB;-0,02104185;1679616
CN gain (0.2 <= CN < 0.6);RB1;TCGA-UY-A78L;-5,077883e-13;1679616
CN gain (0.2 <= CN < 0.6);ERBB2;TCGA-SY-A9G5;-0,01710818;1679616
CN gain (0.2 <= CN < 0.6);KLF5;TCGA-SY-A9G5;-0,000196550;1679616
CN gain (0.2 <= CN < 0.6);C3orf70;TCGA-PQ-A6FI;-0,000196550;1679616
CN gain (0.2 <= CN < 0.6);PIK3CA;TCGA-PE-A5DE;-4,567e-13;1679616
CN gain (0.2 <= CN < 0.6);PIK3CA;TCGA-PE-A5DD;-4,567e-13;1679616
CN gain (0.2 <= CN < 0.6);RPTN;TCGA-MV-A51V;-0,05804315;1679616
CN gain (0.2 <= CN < 0.6);DNAH6;TCGA-MV-A51V;-0,02222557;1679616
CN gain (0.2 <= CN < 0.6);ASXL2;TCGA-MV-A51V;-0,000254107;1679616
CN gain (0.2 <= CN < 0.6);ERCC2;TCGA-MV-A51V;-1,092379e-09;1679616
CN gain (0.2 <= CN < 0.6);TXNIP;TCGA-KQ-A41S;-0,03475802;1679616
CN gain (0.2 <= CN < 0.6);SCARF2;TCGA-KQ-A41R;-0,005845863;1679616
CN gain (0.2 <= CN < 0.6);RHOB;TCGA-KQ-A41R;-6,77051e-13;1679616
CN gain (0.2 <= CN < 0.6);KLF5;TCGA-KQ-A41N;-0,000196550;1679616
CN gain (0.2 <= CN < 0.6);ELF3;TCGA-KQ-A41N;-5,077883e-13;1679616
CN gain (0.2 <= CN < 0.6);PARD3;TCGA-K4-A5RJ;-0,09809461;1679616
CN gain (0.2 <= CN < 0.6);CNOT1;TCGA-K4-A4AB;-0,08089476;1679616
CN gain (0.2 <= CN < 0.6);PIK3CA;TCGA-K4-A3WS;-6,77051e-13;1679616
CN gain (0.2 <= CN < 0.6);C3orf70;TCGA-H4-A2HQ;-0,000196550;1679616
CN gain (0.2 <= CN < 0.6);TXNIP;TCGA-GV-A6ZA;-0,03475802;1679616
CN gain (0.2 <= CN < 0.6);ERBB2;TCGA-GV-A40G;-0,01710818;1679616
CN gain (0.2 <= CN < 0.6);RAI1;TCGA-GV-A3QI;-0,06793681;1679616
CN gain (0.2 <= CN < 0.6);PARD3;TCGA-GV-A3JZ;-0,09809461;1679616
CN gain (0.2 <= CN < 0.6);ELF3;TCGA-GU-AATP;-5,077883e-13;1679616
CN gain (0.2 <= CN < 0.6);ASXL2;TCGA-GU-A764;-0,000254107;1679616
CN gain (0.2 <= CN < 0.6);NBPF9;TCGA-GM-A3NW;-0,01651513;1679616
CN gain (0.2 <= CN < 0.6);TGS1;TCGA-GM-A2DO;-0,02683934;1679616
CN gain (0.2 <= CN < 0.6);PIK3CA;TCGA-GM-A2DH;-4,567e-13;1679616
CN gain (0.2 <= CN < 0.6);EYS;TCGA-GI-A2C9;-0,0443534;1679616
CN gain (0.2 <= CN < 0.6);KDM6A;TCGA-GD-A6C6;-8,704942e-13;1679616
CN gain (0.2 <= CN < 0.6);TP53;TCGA-GD-A3OS;-5,077883e-13;1679616
CN gain (0.2 <= CN < 0.6);ASXL2;TCGA-GD-A2C5;-0,000254107;1679616
CN gain (0.2 <= CN < 0.6);ELF3;TCGA-GD-A2C5;-5,077883e-13;1679616
CN gain (0.2 <= CN < 0.6);PIK3CA;TCGA-GC-A6I3;-6,77051e-13;1679616
CN gain (0.2 <= CN < 0.6);PIK3CA;TCGA-GC-A3WC;-6,77051e-13;1679616
CN gain (0.2 <= CN < 0.6);TP53;TCGA-GC-A3RB;-5,077883e-13;1679616
CN gain (0.2 <= CN < 0.6);PIK3CA;TCGA-GC-A3OO;-6,77051e-13;1679616
CN gain (0.2 <= CN < 0.6);SF1;TCGA-G2-AA3D;-0,02132329;1679616
CN gain (0.2 <= CN < 0.6);RPTN;TCGA-G2-AA3B;-0,05804315;1679616
CN gain (0.2 <= CN < 0.6);ATM;TCGA-G2-AA3B;-0,02104185;1679616
CN gain (0.2 <= CN < 0.6);PIK3CA;TCGA-G2-AA3B;-6,77051e-13;1679616
CN gain (0.2 <= CN < 0.6);CUL1;TCGA-G2-A3VY;-0,002056915;1679616
CN gain (0.2 <= CN < 0.6);PIK3CA;TCGA-G2-A2EJ;-6,77051e-13;1679616
CN gain (0.2 <= CN < 0.6);ERBB3;TCGA-G2-A2EF;-0,03119301;1679616
CN gain (0.2 <= CN < 0.6);RHOB;TCGA-FJ-A3ZF;-6,77051e-13;1679616
CN gain (0.2 <= CN < 0.6);ASXL2;TCGA-FD-A6TC;-0,000254107;1679616
CN gain (0.2 <= CN < 0.6);CDKN1A;TCGA-FD-A6TC;-2,352752e-11;1679616
CN gain (0.2 <= CN < 0.6);PIK3CA;TCGA-FD-A3NA;-6,77051e-13;1679616
CN gain (0.2 <= CN < 0.6);TP53;TCGA-EW-A3U0;-4,567e-13;1679616
CN gain (0.2 <= CN < 0.6);ERBB2;TCGA-EW-A1PD;-0,002898264;1679616
CN gain (0.2 <= CN < 0.6);PTEN;TCGA-EW-A1OV;-2,433787e-11;1679616
CN gain (0.2 <= CN < 0.6);KCNN3;TCGA-EW-A1J6;-0,0454224;1679616
CN gain (0.2 <= CN < 0.6);FRMPD2;TCGA-E9-A247;-0,06569993;1679616
CN gain (0.2 <= CN < 0.6);HRNR;TCGA-E9-A243;-0,000298002;1679616
CN gain (0.2 <= CN < 0.6);HRNR;TCGA-E9-A22G;-0,000298002;1679616
CN gain (0.2 <= CN < 0.6);HRNR;TCGA-E9-A22E;-0,000298002;1679616
CN gain (0.2 <= CN < 0.6);MAP3K1;TCGA-E9-A1RD;-4,567e-13;1679616
CN gain (0.2 <= CN < 0.6);PIK3CA;TCGA-E9-A1RC;-4,567e-13;1679616
CN gain (0.2 <= CN < 0.6);MAP3K1;TCGA-E9-A1R6;-4,567e-13;1679616
CN gain (0.2 <= CN < 0.6);ERBB2;TCGA-E9-A1R5;-0,002898264;1679616
CN gain (0.2 <= CN < 0.6);PIK3CA;TCGA-E9-A1NH;-4,567e-13;1679616
CN gain (0.2 <= CN < 0.6);KCNN3;TCGA-E9-A1N9;-0,0454224;1679616
CN gain (0.2 <= CN < 0.6);KDM6A;TCGA-E7-A85H;-8,704942e-13;1679616
CN gain (0.2 <= CN < 0.6);FGFR3;TCGA-E7-A7DU;-1,451597e-10;1679616
CN gain (0.2 <= CN < 0.6);ELF3;TCGA-E7-A5KF;-5,077883e-13;1679616
CN gain (0.2 <= CN < 0.6);ERCC2;TCGA-E7-A5KE;-1,092379e-09;1679616
CN gain (0.2 <= CN < 0.6);FAT1;TCGA-E5-A4U1;-0,000116499;1679616
CN gain (0.2 <= CN < 0.6);ELF3;TCGA-E5-A4U1;-5,077883e-13;1679616
CN gain (0.2 <= CN < 0.6);PIK3CA;TCGA-E5-A2PC;-6,77051e-13;1679616
CN gain (0.2 <= CN < 0.6);MAP3K1;TCGA-E2-A1BD;-4,567e-13;1679616
CN gain (0.2 <= CN < 0.6);TPP2;TCGA-E2-A15I;-0,08620584;1679616
CN gain (0.2 <= CN < 0.6);MAP3K1;TCGA-E2-A15G;-4,567e-13;1679616
CN gain (0.2 <= CN < 0.6);PIK3CA;TCGA-E2-A15E;-4,567e-13;1679616
CN gain (0.2 <= CN < 0.6);HRNR;TCGA-E2-A154;-0,000298002;1679616
CN gain (0.2 <= CN < 0.6);EYS;TCGA-E2-A150;-0,0443534;1679616
CN gain (0.2 <= CN < 0.6);EP300;TCGA-DK-AA77;-3,781069e-11;1679616
CN gain (0.2 <= CN < 0.6);PIK3CA;TCGA-DK-AA76;-6,77051e-13;1679616
CN gain (0.2 <= CN < 0.6);FAM47C;TCGA-DK-AA71;-0,01191107;1679616
CN gain (0.2 <= CN < 0.6);DNAH6;TCGA-DK-AA6P;-0,02222557;1679616
CN gain (0.2 <= CN < 0.6);PIK3CA;TCGA-DK-A6B5;-6,77051e-13;1679616
CN gain (0.2 <= CN < 0.6);PIK3CA;TCGA-DK-A6B2;-6,77051e-13;1679616
CN gain (0.2 <= CN < 0.6);ASXL2;TCGA-DK-A6B1;-0,000254107;1679616
CN gain (0.2 <= CN < 0.6);KLF5;TCGA-DK-A3X1;-0,000196550;1679616
CN gain (0.2 <= CN < 0.6);RHOB;TCGA-DK-A3X1;-6,77051e-13;1679616
CN gain (0.2 <= CN < 0.6);RB1;TCGA-DK-A3X1;-5,077883e-13;1679616
CN gain (0.2 <= CN < 0.6);PIK3CA;TCGA-DK-A3X1;-6,77051e-13;1679616
CN gain (0.2 <= CN < 0.6);NFE2L2;TCGA-DK-A3IT;-0,001794759;1679616
CN gain (0.2 <= CN < 0.6);TMCO4;TCGA-DK-A2I6;-0,06793681;1679616
CN gain (0.2 <= CN < 0.6);ERCC2;TCGA-DK-A2I6;-1,092379e-09;1679616
CN gain (0.2 <= CN < 0.6);EP300;TCGA-DK-A2I6;-3,781069e-11;1679616
CN gain (0.2 <= CN < 0.6);TP53;TCGA-DK-A2I6;-5,077883e-13;1679616
CN gain (0.2 <= CN < 0.6);GNA13;TCGA-DK-A1AD;-0,002813749;1679616
CN gain (0.2 <= CN < 0.6);C3orf70;TCGA-DK-A1AD;-0,000196550;1679616
CN gain (0.2 <= CN < 0.6);SF1;TCGA-DK-A1AC;-0,02132329;1679616
CN gain (0.2 <= CN < 0.6);BCL2L1;TCGA-DK-A1AC;-0,02132329;1679616
CN gain (0.2 <= CN < 0.6);RXRA;TCGA-DK-A1AC;-0,000922686;1679616
CN gain (0.2 <= CN < 0.6);ASXL2;TCGA-DK-A1AC;-0,000254107;1679616
CN gain (0.2 <= CN < 0.6);HRAS;TCGA-DK-A1AC;-4,157188e-07;1679616
CN gain (0.2 <= CN < 0.6);ERCC2;TCGA-DK-A1AC;-1,092379e-09;1679616
CN gain (0.2 <= CN < 0.6);KDM6A;TCGA-DK-A1AC;-8,704942e-13;1679616
CN gain (0.2 <= CN < 0.6);SPTAN1;TCGA-DK-A1A7;-0,05242592;1679616
CN gain (0.2 <= CN < 0.6);ERCC2;TCGA-DK-A1A7;-1,092379e-09;1679616
CN gain (0.2 <= CN < 0.6);PIK3CA;TCGA-D8-A1Y2;-4,567e-13;1679616
CN gain (0.2 <= CN < 0.6);PIK3CA;TCGA-D8-A1XY;-4,567e-13;1679616
CN gain (0.2 <= CN < 0.6);IL1RAP;TCGA-D8-A1XW;-0,03889325;1679616
CN gain (0.2 <= CN < 0.6);RB1;TCGA-D8-A1XQ;-2,039145e-06;1679616
CN gain (0.2 <= CN < 0.6);ERBB2;TCGA-D8-A1XM;-0,002898264;1679616
CN gain (0.2 <= CN < 0.6);KCNN3;TCGA-D8-A1XL;-0,0454224;1679616
CN gain (0.2 <= CN < 0.6);FGFR2;TCGA-D8-A1XL;-0,02072257;1679616
CN gain (0.2 <= CN < 0.6);HRNR;TCGA-D8-A1XF;-0,000298002;1679616
CN gain (0.2 <= CN < 0.6);MAP3K1;TCGA-D8-A1XB;-4,567e-13;1679616
CN gain (0.2 <= CN < 0.6);MAP3K1;TCGA-D8-A1X6;-4,567e-13;1679616
CN gain (0.2 <= CN < 0.6);IL1RAP;TCGA-D8-A1JP;-0,03889325;1679616
CN gain (0.2 <= CN < 0.6);PIK3CA;TCGA-D8-A1JP;-4,567e-13;1679616
CN gain (0.2 <= CN < 0.6);EYS;TCGA-D8-A1JK;-0,0443534;1679616
CN gain (0.2 <= CN < 0.6);RBMX;TCGA-D8-A1JF;-6,586195e-06;1679616
CN gain (0.2 <= CN < 0.6);PIK3CA;TCGA-D8-A1JD;-4,567e-13;1679616
CN gain (0.2 <= CN < 0.6);RUFY1;TCGA-D8-A1J8;-0,08805339;1679616
CN gain (0.2 <= CN < 0.6);PTEN;TCGA-D8-A13Z;-2,433787e-11;1679616
CN gain (0.2 <= CN < 0.6);CDKN1A;TCGA-CU-A3QU;-2,352752e-11;1679616
CN gain (0.2 <= CN < 0.6);FGFR3;TCGA-CF-A9FF;-1,451597e-10;1679616
CN gain (0.2 <= CN < 0.6);PIK3CA;TCGA-CF-A5UA;-6,77051e-13;1679616
CN gain (0.2 <= CN < 0.6);FGFR3;TCGA-CF-A27C;-1,451597e-10;1679616
CN gain (0.2 <= CN < 0.6);USP36;TCGA-C8-A3M8;-0,04354078;1679616
CN gain (0.2 <= CN < 0.6);PIK3CA;TCGA-C8-A26W;-4,567e-13;1679616
CN gain (0.2 <= CN < 0.6);EYS;TCGA-C8-A1HM;-0,0443534;1679616
CN gain (0.2 <= CN < 0.6);PIK3CA;TCGA-C8-A1HF;-4,567e-13;1679616
CN gain (0.2 <= CN < 0.6);KCNN3;TCGA-C8-A138;-0,0454224;1679616
CN gain (0.2 <= CN < 0.6);PIK3CA;TCGA-C8-A130;-4,567e-13;1679616
CN gain (0.2 <= CN < 0.6);TP53;TCGA-C8-A12W;-4,567e-13;1679616
CN gain (0.2 <= CN < 0.6);PIK3CA;TCGA-C8-A12U;-4,567e-13;1679616
CN gain (0.2 <= CN < 0.6);MYH9;TCGA-C8-A12L;-0,06053351;1679616
CN gain (0.2 <= CN < 0.6);EYS;TCGA-C8-A12L;-0,0443534;1679616
CN gain (0.2 <= CN < 0.6);NFE2L2;TCGA-C4-A0F6;-0,001794759;1679616
CN gain (0.2 <= CN < 0.6);KDM6A;TCGA-C4-A0F6;-8,704942e-13;1679616
CN gain (0.2 <= CN < 0.6);SPTAN1;TCGA-BT-A42E;-0,05242592;1679616
CN gain (0.2 <= CN < 0.6);ERBB3;TCGA-BT-A42C;-0,03119301;1679616
CN gain (0.2 <= CN < 0.6);GNA13;TCGA-BT-A42C;-0,002813749;1679616
CN gain (0.2 <= CN < 0.6);RAI1;TCGA-BT-A3PJ;-0,06793681;1679616
CN gain (0.2 <= CN < 0.6);ERCC2;TCGA-BT-A3PJ;-1,092379e-09;1679616
CN gain (0.2 <= CN < 0.6);ARID1A;TCGA-BT-A3PJ;-3,836622e-12;1679616
CN gain (0.2 <= CN < 0.6);RHOB;TCGA-BT-A3PJ;-6,77051e-13;1679616
CN gain (0.2 <= CN < 0.6);TP53;TCGA-BT-A3PJ;-5,077883e-13;1679616
CN gain (0.2 <= CN < 0.6);MED23;TCGA-BH-A5J0;-0,08951232;1679616
CN gain (0.2 <= CN < 0.6);PIK3CA;TCGA-BH-A5J0;-4,567e-13;1679616
CN gain (0.2 <= CN < 0.6);RUNX1;TCGA-BH-A202;-3,676032e-11;1679616
CN gain (0.2 <= CN < 0.6);MYB;TCGA-BH-A0HQ;-0,01727468;1679616
